id,title,brand,feature,rank,date,asin,imageURL,imageURLHighRes,description,price,also_view,also_buy,fit,details,similar_item,tech1
122074,EGELEXY Baby Girls Elephant Cartoon Print Vest Tops+Casual Harem Pants Outfits,EGELEXY,"['Material: Cozy Cotton, Soft to kids skin, Breathable.', 'Pattern: Elephant print shirt and pants,kid summer clothes set', 'Cute girls outfit; Fashion for your daughter to wear.', 'Style: Perfect for daily wear, formal, holiday, beach, photograph, party and so on.', 'Included: 1 Pcs Straps T-shirts+1 Pcs Harem pants.', 'Shipping Information:\n                    \nView shipping rates and policies']","2,117,755inClothing,ShoesJewelry(",5 star,B016IAIL7E,"['https://images-na.ssl-images-amazon.com/images/I/41mCo39VlVL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419bcRc8NnL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61WW3SdGW%2BL._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41mCo39VlVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419bcRc8NnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61WW3SdGW%2BL.jpg']","[""2Pcs/Set Kids Girls Sleeveless Elephant Straps Vest Tops Long Pants Item Specifics: Gender: Baby GirlsMaterial: Cotton BlendedStyle: CasualSleeve Style: SleevelessDesign: Elephant PrintSeasons: SummerPackage Contents: 2Pcs Girl's Outfit Set5 Size Available: Size 90/1-2T, Size 100/2-3T, Size 110/3-4T, Size 120/4-5T, Size 120/5-6T. Pls Choose your size. Please feel free to contact us, If you are satisfied with our product or service, hope you can leave your positive feedback! thanks!""]",$12.99 - $16.89,,"['B07CBTVGBL', 'B01JP439M2', 'B01N6NMTL8']"," class=""a-normal a-align-center a-spacing-small"">
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Too small
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""0%""><div class=""a-meter-bar"" style=""width: 0%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>0</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Somewhat small
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""7%""><div class=""a-meter-bar"" style=""width: 7%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>1</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-state a-text-bold"">
                        Fits as expected
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""85%""><div class=""a-meter-bar"" style=""width: 85%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>12</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Somewhat large
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""7%""><div class=""a-meter-bar"" style=""width: 7%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>1</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Too large
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""0%""><div class=""a-meter-bar"" style=""width: 0%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>0</span>
                </td> 
            </tr>
        
    ",,,
64071,Leg Impressions Fleece Lined Extra Warm Footed Tights - CHOCLATE-SM,Leg Impressions,"['Package Dimensions:\n                    \n8 x 4.6 x 1.7 inches', 'Shipping Weight:\n                    \n5.6 ounces (View shipping rates and policies)']","1,770,566inClothing,ShoesJewelry(",5 star,B00OU7E16S,"['https://images-na.ssl-images-amazon.com/images/I/414UNVc7WtL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415ygId3lcL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415ygId3lcL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/414UNVc7WtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415ygId3lcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415ygId3lcL.jpg']",,$14.99,['B00W50XF46'],,,,,
145284,2 Pack Magik Travel Insert Handbag Purse Large Liner Organizer Tidy Bags Expandable 13 Pocket Handbag Insert Purse Organizer with Handles,Magik,"['13 compartments/pouches w/ two (2) zippers', 'Made of durable and premium quality nylon', 'Built-in handles. Portable and compact, is easily held in handbag.', 'Materials:Brand new and high quality polyester & cotton.', 'Dimension:11*6.5*3.5 inch. Perfect for holding cosmetics, cell phone, cards, books, travel goods etc.', 'You can return this item for any reason and get a full refund: no shipping charges. The item must be returned in new and unused condition.', 'Read the full returns policy', 'Go to Your Orders to start the return', 'Print the return shipping label', 'Ship it!', 'Product Dimensions:\n                    \n7 x 2 x 6 inches', 'Shipping Weight:\n                    \n7.2 ounces (View shipping rates and policies)']","204,106inClothing,ShoesJewelry(",5 star,B01B1XZ6RQ,"['https://images-na.ssl-images-amazon.com/images/I/51CunDvOzzL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514fahLtmlL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zgCLNCiFL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nTH2bgBIL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51O9bDiqtWL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aQ09w5vHL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51n3QMHSoBL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VFCpXTbVL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51IMxqtlJ3L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CMcD7mLiL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51x-QKjvEJL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5147H0FQBiL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XZNzWf-%2BL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514SKGppSSL._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51CunDvOzzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514fahLtmlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zgCLNCiFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nTH2bgBIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51O9bDiqtWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aQ09w5vHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51n3QMHSoBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VFCpXTbVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51IMxqtlJ3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CMcD7mLiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51x-QKjvEJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5147H0FQBiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XZNzWf-%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514SKGppSSL.jpg']","[""Taking your stuff with you on-the-go has never been easier. This organizer bag has 13 small to large compartments/pouches you can store your things, with two zipper pouch for your important things. You can you use to store your first aid kit, slip it into your main bag for extra storage, use it as a small overnight travel bag or anything else. With the built-in handles, it's easy for you to carry anywhere. Feature: 13 compartments/pouches w/ two (2) zippers Built-in handles Made of durable and premium quality nylon 100% brand new, 3rd party product Dimension:11*6.5*3.5 inch Materials:Brand new and high-quality polyester and cotton. Portable and compact, is easily held in handbag. Multiple pockets to classify your personal stuff. Perfect for holding cosmetics, cell phone, cards, books, travel goods etc. Package includes:  2 * Women Lady Travel Insert Handbag Purse Large Liner Organizer Tidy Bag""]",$9.99,"['B06X3VT69Z', 'B07CQZ4BP1', 'B012HDIG62', 'B01LYUM3I8', 'B078W5T799', 'B01AODJ2CE', 'B01K9STA1W', 'B06WWRWJ1N', 'B06XXY5BYL', 'B07CSGGYKY', 'B00F27AD4Y', 'B078XCLKRW', 'B075FPXL1B', 'B00JXM25Z4', 'B07BB11KLW', 'B013OJZYUO', 'B07H68BDSF', 'B07CCGY2ZF', 'B06XD5R1VZ', 'B07BNGFCSF', 'B07DKBMJR6', 'B079HN14L5', 'B06XB2YN5X', 'B0792TDTHW', 'B07GXNJ6PD', 'B01FBBHDXY', 'B07FTFPKPJ', 'B07K2F63RM', 'B00N3QMBU0', 'B07FLS6BHZ', 'B07KKHLWQ7', 'B07BF3QTXH', 'B0792TKNPV', 'B07CRR5NDL', 'B07JMSY1VV', 'B07H5K5ZL8', 'B075HPSN6L', 'B07CKLWJX4', 'B075XCBZJ7', 'B07DWPSRZT', 'B00K6Z22XW', 'B07GV667LP', 'B072C58VKQ', 'B00OH8X9IQ', 'B01FJ6277I', 'B01N1WE9MU', 'B07GJQG45C', 'B01MQW97O0', 'B07GS2M8PP', 'B00SCYXSL4', 'B07MJ8XKXQ', 'B01LYN2DWX', 'B079M3HXKN', 'B075ZRTS5G', 'B077T3BMQ1', 'B010ET2VY4', 'B07C7HZXDD', 'B07H5BJF3R', 'B07CQT4QKD', 'B076GXZJYB']","['B012HDIG62', 'B07CQZ4BP1', 'B00JI67ZGE', 'B00N3QMBU0', 'B01MQDEET2', 'B06WWRWJ1N', 'B07HXWPK7B']"," class=""a-normal a-align-center a-spacing-small"">
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Too small
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""4%""><div class=""a-meter-bar"" style=""width: 4%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>4</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Somewhat small
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""6%""><div class=""a-meter-bar"" style=""width: 6%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>6</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-state a-text-bold"">
                        Fits as expected
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""86%""><div class=""a-meter-bar"" style=""width: 86%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>76</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Somewhat large
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""2%""><div class=""a-meter-bar"" style=""width: 2%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>2</span>
                </td> 
            </tr>
        
            <tr class=""a-histogram-row"">
                <td class=""a-span3 a-nowrap"">
                    <span class=""a-color-secondary"">
                        Too large
                    </span>
                </td>
                <td class=""a-span8"">
                    <div class=""a-meter"" aria-label=""0%""><div class=""a-meter-bar"" style=""width: 0%;""></div></div>
                </td> 
                <td class=""a-span1 a-nowrap"">
                    <span>0</span>
                </td> 
            </tr>
        
    ",,,
3116,Seiko Men's Watches Titanium SGG727P1 - 4,Seiko,"['Imported', 'Display Type : Chronograph', 'Water Resistant: 100M', 'Diameter (without crown) in mm/inches : 37 / 1,46', 'Weight in g/ounces : 73 / 2,57', 'You can return this item for any reason and get a full refund: no shipping charges. The item must be returned in new and unused condition.', 'Read the full returns policy', 'Go to Your Orders to start the return', 'Print the return shipping label', 'Ship it!', 'Product Dimensions:\n                    \n0.6 x 0.6 x 0.6 inches', 'Shipping Weight:\n                    \n15.5 ounces (View shipping rates and policies)']","1,042,884inClothing,Shoesamp;Jewelry(",Seiko,B000MQ96R0,"['https://images-na.ssl-images-amazon.com/images/I/41USKuK3C8L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iN-o3rq1L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21D960ts16L._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41USKuK3C8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iN-o3rq1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21D960ts16L.jpg']","['Case MaterialStainless Steel (polished) Case ShapeRound Diameter (without crown) in mm/inches37 / 1,46 Strap MaterialLeather CrystalSapphire crystal Display TypeChronograph (59min, 59sec) Special FeatureAlarm']",$139.00,"['B000J1YMWW', 'B004J75NIY', 'B003UFT8XC', 'B000X5LMB8', 'B000WG5GQA', 'B003UBFXYY', 'B077MX2QMJ', 'B002W7U7B6', 'B00SGRQDPK', 'B0018N0HL0', 'B000J1YMX6', 'B077N5QBVZ', 'B077N3RJZC', 'B07LB36LYW', 'B077N6Q8GL', 'B077N47H6N', 'B077N419FL', 'B000J3TSGU', 'B00EVPMBMK', 'B015NP08T4', 'B002SSUQF6', 'B005HECOLW', 'B077N6Y7CF', 'B001AE9XS0', 'B0033CQNEE', 'B001AE9XRQ', 'B07841WRYB', 'B07842C31V', 'B00068TK70', 'B004OJK2F6', 'B00KKDWHQ2', 'B077N5RQT6', 'B01JMARKZQ', 'B0012IVVDO', 'B0183NSQOM', 'B004MAZN3I', 'B077N58WXK', 'B0058VKHRW', 'B004MAVO72', 'B00KKDWKKU', 'B006ITF2H8', 'B015ZBZFK8', 'B004JKBEUM', 'B078HMFJKF', 'B0058VJWTQ', 'B078HCZW4H', 'B000G6R7B8', 'B000KKO84O', 'B01N6M0W3T', 'B0784352TX', 'B004KZ4HB4', 'B00SGSBGBA', 'B01HZT52D8']",['B000J1YMWW'],,,,
80542,Joy Susan Mint Seahorse Scarf,Joy Susan,"['You can return this item for any reason and get a full refund: no shipping charges. The item must be returned in new and unused condition.', 'Read the full returns policy', 'Go to Your Orders to start the return', 'Print the return shipping label', 'Ship it!', 'Package Dimensions:\n                    \n12 x 1 x 0 inches', 'Shipping Weight:\n                    \n2.56 ounces (View shipping rates and policies)']","8,015,966inClothing,ShoesJewelry(",5 star,B00UKUSXO0,"['https://images-na.ssl-images-amazon.com/images/I/51AVsTInk9L._SR38,50_.jpg']",['https://images-na.ssl-images-amazon.com/images/I/51AVsTInk9L.jpg'],,$24.00,,,,,,
178694,"Fashion White Rhodium Synthetic Stone Heart White Angel Wings Pendant with Free 18"" Necklace Chain",Tungsten Jeweler,['Shipping Weight:\n                    \n3.04 ounces (View shipping rates and policies)'],"2,780,544inClothing,ShoesJewelry(",Tungsten Jeweler,B01G8OVGDQ,['https://images-na.ssl-images-amazon.com/images/I/41h5VAoSwnL._US40_.jpg'],['https://images-na.ssl-images-amazon.com/images/I/41h5VAoSwnL.jpg'],,$9.88,,"['B01G8OVDHK', 'B07CYS63LV']",,,,
71432,XLoop Sports Wrap Sunglasses Black and Blue,X-Loop,"['Package Dimensions:\n                    \n5.8 x 2.6 x 0.4 inches', 'Shipping Weight:\n                    \n0.32 ounces (View shipping rates and policies)']","9,526,329inClothing,ShoesJewelry(",5 star5 star (0%),B00RESQX66,"['https://images-na.ssl-images-amazon.com/images/I/31F0WFKMXfL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31gnsVcRc8L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515g0%2BHZzbL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/31F0WFKMXfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31gnsVcRc8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515g0%2BHZzbL.jpg']",,$4.95,,,,,,
47359,NIXON Americana Slim Belt,NIXON,"['100% Leather', 'Imported', 'Buckle closure', 'Cowhide', 'Shipping Weight:\n                    \n5 ounces (View shipping rates and policies)']","441,679inClothing,ShoesJewelry(",5 star,B00KMEBAWG,"['https://images-na.ssl-images-amazon.com/images/I/41rlKXoeiJL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/510HHGt9FxL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518LJbzygaL._SX38_SY50_CR,0,0,38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41rlKXoeiJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/510HHGt9FxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518LJbzygaL.jpg']","['A full-grain leather Nixon belt with a textured, antiqued-metal buckle. Tonal logo stud at the end. Adjustable.']",$28.00 - $41.45,"['B01FG4PNMY', 'B072NBSD1H', 'B01MR0XBGD', 'B07BF2F1VX', 'B014EYUJD0', 'B07BNPRY5Z', 'B07HS3XQKQ', 'B017TPAY3G', 'B01N9MHWBE', 'B01F9FZDJS', 'B07B92KB6N', 'B07HPW76ML', 'B071XKKR9N', 'B07BF1R9MC', 'B07HDCTZPR', 'B00XL8U2S8', 'B071GZKNNP', 'B075FNXRSL', 'B0031U0PAQ', 'B0784VMWT9', 'B01CT6JIQE', 'B06XG4LRPJ', 'B07DKTFWJM', 'B0757499CB', 'B07DDFLVDF', 'B00G336Y0S', 'B01F9FYJ1Q', 'B07C8F3KHX', 'B07DD8VN5W', 'B001AZM6RO', 'B01GQV324M', 'B01EONCIM6', 'B07C8NLY84', 'B077JJNM3N', 'B014KQPZGI', 'B00CMQ911E', 'B0018OLTAC', 'B002G9U38W']",,,,,
2543,Elegant Moments Sexy Maid Costume-black/white-s/m,Unknown,"['Imported', 'Sexy Maid Dress', 'apron, neck, and head piece', 'Hose not included', 'Brand new high quality costume', 'You can return this item for any reason and get a full refund: no shipping charges. The item must be returned in new and unused condition.', 'Read the full returns policy', 'Go to Your Orders to start the return', 'Print the return shipping label', 'Ship it!', 'Package Dimensions:\n                    \n14.4 x 10.1 x 1.7 inches', 'Shipping Weight:\n                    \n8 ounces (View shipping rates and policies)']","772,280inClothing,Shoesamp;Jewelry(",5 star,B000J4AGI8,"['https://images-na.ssl-images-amazon.com/images/I/312r3fYDUnL._SR38,50_.jpg']",['https://images-na.ssl-images-amazon.com/images/I/312r3fYDUnL.jpg'],"['Sexy Maid-S/M-4pc costume includes off the shoulder dress, apron, head piece, and neck piece.']",$13.91,"['B00BFWDB6M', 'B07C34XQRK', 'B0792MSXBN', 'B077T54GXC', 'B00Y1UDS18', 'B01LXI9JOC', 'B01EXPXTYG', 'B075W15FW3', 'B078STFR5W', 'B01ABXW4YK', 'B00RD25TJU', 'B00BXBCY2C', 'B01NBM5IJZ', 'B00IO3AEFQ', 'B076RBP8PF', 'B00KZP18KG', 'B07K22YTZW', 'B003O86AJU', 'B0088BGECQ', 'B01BT7IXTM', 'B078SWQ2WC', 'B007RUJS2M', 'B076PVRJD3', 'B00LIWTMS0', 'B075J9M9BQ', 'B014PO0KL0', 'B007TIRJKA', 'B07HM9MRTB', 'B0741BNMDQ', 'B01LZO9A0Q', 'B005HMHO0K', 'B00B7DAFC2', 'B07B7G5STX', 'B000ZJWJVY', 'B001B6TSQO', 'B00842PF3I', 'B00MWQL9KK', 'B07HRSYW87', 'B015KCPEIK', 'B01J2WIMKG', 'B07BKYXC5C', 'B007Q90ZAI', 'B07613VWG7', 'B07B7F8VHB', 'B07JNSXSPZ', 'B076D62X47', 'B07564Y84J', 'B01N9OH8EB', 'B01MXIT59K', 'B0756HVPSJ', 'B00EKE5638', 'B01L28GA34', 'B01B4WK93K', 'B01A54BHU2', 'B01M0Z4RHN', 'B071VKDT2M', 'B016WY60DI']","['B01EXPXTYG', 'B016WY60DI', 'B001B6TSQO', 'B07613VWG7', 'B000GIQZ7I', 'B004SLKRY6', 'B07BNSP61H', 'B07C34XQRK', 'B0089QJES6', 'B000GIT048', 'B01LXT2M7C', 'B000GIQJ42', 'B07HB2H7GC', 'B00SQNLOGW', 'B076D62X47', 'B01H6JQZKQ', 'B000ROC1MY', 'B079649WBB', 'B06XY5N95G', 'B00GN3KIGE', 'B000GIQZ82', 'B00Y832XG4', 'B06ZZBQMT4', 'B000VJJQUU', 'B07D1YVCHB']",,,,
133103,Children Warm Magic Gloves Teens Winter Gloves Boys Girls Knit Gloves(7 to 16 years old) (Red) 12 Pack,FoMann,"['Package Dimensions:\n                    \n12.2 x 7.5 x 2.6 inches', 'Shipping Weight:\n                    \n12 ounces (View shipping rates and policies)']","3,604,324inClothing,ShoesJewelry(",5 star,B018H9KMIA,"['https://images-na.ssl-images-amazon.com/images/I/51GGEdUIFsL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iah87XsQL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51GGEdUIFsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iah87XsQL.jpg']",,$19.95,,,,,,
80731,Sea Summer Whale Print Large Canvas Overnight Bag,N.Gil,['Shipping Information:\n                    \nView shipping rates and policies'],"13,185,583inClothing,ShoesJewelry(",5 star,B00UM9TLKY,['https://images-na.ssl-images-amazon.com/images/I/51Xrw4x2uGL._US40_.jpg'],['https://images-na.ssl-images-amazon.com/images/I/51Xrw4x2uGL.jpg'],,$29.99,,,,,,
73058,MAKIYO Nurse Lapel Pin Pocket Sliver Metal Quartz Round Watch With Military,MAKIYO,['Shipping Information:\n                    \nView shipping rates and policies'],"2,286,961inClothing,ShoesJewelry(",Ocaler17436,B00S4AMOG6,"['https://images-na.ssl-images-amazon.com/images/I/51YtPVO5jqL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uvIgsyOzL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xbqh%2BWXPL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61JBo0qDqqL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51YtPVO5jqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uvIgsyOzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xbqh%2BWXPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61JBo0qDqqL.jpg']",,$9.99,,,,,,
43648,"Ampere Creations ""The Willa Cross Body"", Blue Soft Vegan Leather Handbag",Ampere Creations,"[""What's Covered: mechanical and electrical failures during normal use, 100% parts and labor"", 'Get fast repairs or replacements from SquareTrade, an Allstate company', '24/7 customer support, free shipping for all repairs, no deductibles or hidden fees', 'Cancel anytime, full refund in first 30 days, fully transferable with gifts', 'SquareTrade Protection Plans are only valid for new or Amazon certified refurbished products purchased at Amazon in the last 30 days. By purchasing this Protection Plan you agree to the Protection Plan Terms & Conditions (http://www.squaretrade.com/terms-standard). Your Protection Plan Terms & Conditions will be delivered via email within 24 hours of purchase', ""What's Covered: mechanical and electrical failures during normal use, 100% parts and labor"", 'Get fast repairs or replacements from SquareTrade, an Allstate company', '24/7 customer support, free shipping for all repairs, no deductibles or hidden fees', 'Cancel anytime, full refund in first 30 days, fully transferable with gifts', 'SquareTrade Protection Plans are only valid for new or Amazon certified refurbished products purchased at Amazon in the last 30 days. By purchasing this Protection Plan you agree to the Protection Plan Terms & Conditions (http://www.squaretrade.com/terms-standard). Your Protection Plan Terms & Conditions will be delivered via email within 24 hours of purchase', 'Product Dimensions:\n                    \n9.8 x 1.5 x 10.5 inches', 'Shipping Weight:\n                    \n10.6 ounces (View shipping rates and policies)']","7,525,932inClothing,ShoesJewelry(",5 star,B00JQPLSJM,"['https://images-na.ssl-images-amazon.com/images/I/41CDva4OoaL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rM-WJkzEL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31WtCYF0UxL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kLibOiRZL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41CDva4OoaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rM-WJkzEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31WtCYF0UxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kLibOiRZL.jpg']","['Around the office, we call this ""The Willa Bag"". Why? Because she and half of the models couldn\'t stop talking about how much they loved it and wanted one of their own - commenting on the look, feel, & its medium size. It\'s your everyday bag, topped with zipper closure, 3 front zip pockets, a back zipper pocket, & an adjustable strap. Our designs are inspired by vintage wear, finished with brass-toned hardware and fully lined with a striped interior, zipper pocket, & compartments to store all your essentials.']",$6.53,"['B00JQPLNGA', 'B013VIOA6W', 'B00YIB47CY', 'B0728GRHPV']",,,,,
171108,Fanciest Women's Crystal Beaded Prom Dresses 2017 Long Evening Gowns Formal Burgundy 1 US4,Fanciest,"['Package Dimensions:\n                    \n11.9 x 11.6 x 3.1 inches', 'Shipping Weight:\n                    \n1.75 pounds (View shipping rates and policies)']","5,501,160inClothing,ShoesJewelry(",5 star5 star (0%),B01F346J0M,"['https://images-na.ssl-images-amazon.com/images/I/51FzUUrheuL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51S17MXTNML._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LIDt-MUJL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aaqjusg6L._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517FRRlY4PL._SR38,50_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51FzUUrheuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51S17MXTNML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LIDt-MUJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aaqjusg6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517FRRlY4PL.jpg']",,$139.00,,,,,,
